 2.3145E+22  4.5592E-12  1.0000E+00  1.9416E+04  7.8932E-05  0.0000E+00  2.9757E+09  1.0000E+00
 6.9435E+22  3.1914E-11  1.0000E+00  1.9417E+04  7.8932E-05  0.0000E+00  2.9758E+09  1.0000E+00
 1.1573E+23  8.6618E-11  1.0000E+00  1.9418E+04  7.8932E-05  0.0000E+00  2.9760E+09  1.0000E+00
 1.6202E+23  1.6865E-10  1.0000E+00  1.9421E+04  7.8932E-05  0.0000E+00  2.9763E+09  1.0000E+00
 2.0831E+23  2.7798E-10  1.0000E+00  1.9425E+04  7.8932E-05  0.0000E+00  2.9770E+09  1.0000E+00
 2.5460E+23  4.1454E-10  1.0000E+00  1.9432E+04  7.8932E-05  0.0000E+00  2.9779E+09  1.0000E+00
 3.0089E+23  5.7822E-10  1.0000E+00  1.9443E+04  7.8932E-05  0.0000E+00  2.9793E+09  1.0000E+00
 3.4718E+23  7.6886E-10  1.0000E+00  1.9457E+04  7.8932E-05  0.0000E+00  2.9812E+09  1.0000E+00
 3.9347E+23  9.8628E-10  1.0000E+00  1.9475E+04  7.8932E-05  0.0000E+00  2.9837E+09  1.0000E+00
 4.3976E+23  1.2302E-09  1.0000E+00  1.9499E+04  7.8932E-05  0.0000E+00  2.9869E+09  1.0000E+00
 4.8605E+23  1.5002E-09  1.0000E+00  1.9528E+04  7.8932E-05  0.0000E+00  2.9909E+09  1.0000E+00
 5.3234E+23  1.7959E-09  1.0000E+00  1.9564E+04  7.8932E-05  0.0000E+00  2.9958E+09  1.0000E+00
 5.7863E+23  2.1167E-09  1.0000E+00  1.9609E+04  7.8932E-05  0.0000E+00  3.0018E+09  1.0000E+00
 6.2492E+23  2.4616E-09  1.0000E+00  1.9663E+04  7.8932E-05  0.0000E+00  3.0092E+09  1.0000E+00
 6.7121E+23  2.8296E-09  1.0000E+00  1.9730E+04  7.8932E-05  0.0000E+00  3.0183E+09  1.0000E+00
 7.1750E+23  3.2184E-09  1.0000E+00  1.9818E+04  7.8932E-05  0.0000E+00  3.0302E+09  1.0000E+00
 7.6379E+23  3.6326E-09  1.0000E+00  1.9893E+04  7.8932E-05  0.0000E+00  3.0404E+09  1.0000E+00
 8.1008E+23  4.0633E-09  1.0000E+00  2.0000E+04  7.8932E-05  0.0000E+00  3.0550E+09  1.0000E+00
 8.5637E+23  4.5113E-09  1.0000E+00  2.0127E+04  7.8932E-05  0.0000E+00  3.0721E+09  1.0000E+00
 9.0266E+23  4.9747E-09  1.0000E+00  2.0273E+04  7.8932E-05  0.0000E+00  3.0919E+09  1.0000E+00
 9.4895E+23  5.4520E-09  1.0000E+00  2.0440E+04  7.8932E-05  0.0000E+00  3.1146E+09  1.0000E+00
 9.9524E+23  5.9369E-09  1.0000E+00  2.0628E+04  7.8932E-05  0.0000E+00  3.1401E+09  1.0000E+00
 1.0415E+24  6.4401E-09  1.0000E+00  2.0817E+04  7.8932E-05  0.0000E+00  3.1656E+09  1.0000E+00
 1.0878E+24  6.9597E-09  1.0000E+00  2.1018E+04  7.8932E-05  0.0000E+00  3.1929E+09  1.0000E+00
 1.1341E+24  7.4881E-09  1.0000E+00  2.1215E+04  7.8932E-05  0.0000E+00  3.2196E+09  1.0000E+00
 1.1804E+24  8.0390E-09  1.0000E+00  2.1395E+04  7.8932E-05  0.0000E+00  3.2440E+09  1.0000E+00
