 2.2660E+22  5.0600E-09  5.4927E+04  1.9617E-01  1.0000E+00  1.6942E-02
 6.8950E+22  7.5958E-09  3.8548E+04  2.6617E-02  1.0000E+00  2.2988E-03
 1.1215E+23  7.0537E-10  2.8778E+04  6.9311E-04  1.0000E+00  5.9861E-05
 1.5844E+23  7.5105E-11  2.2242E+04  2.7875E-05  1.0000E+00  2.4074E-06
 2.0473E+23  8.4976E-11  2.1525E+04  1.8298E-05  1.0000E+00  1.5803E-06
 2.4794E+23  1.1691E-10  2.1424E+04  1.7102E-05  1.0000E+00  1.4770E-06
 2.9423E+23  1.8156E-10  2.1605E+04  1.9042E-05  1.0000E+00  1.6446E-06
 3.4052E+23  2.4971E-10  2.1652E+04  1.9609E-05  1.0000E+00  1.6936E-06
 3.8372E+23  3.2430E-10  2.1691E+04  2.0099E-05  1.0000E+00  1.7359E-06
 4.3001E+23  4.4799E-10  2.1891E+04  2.2328E-05  1.0000E+00  1.9284E-06
 4.7630E+23  7.1722E-10  2.2436E+04  2.9907E-05  1.0000E+00  2.5830E-06
 5.2259E+23  1.1206E-09  2.3077E+04  3.9997E-05  1.0000E+00  3.4544E-06
 5.6580E+23  2.7768E-09  2.5014E+04  9.2183E-05  1.0000E+00  7.9615E-06
 6.1209E+23  2.1310E-09  2.4101E+04  5.8087E-05  1.0000E+00  5.0167E-06
 6.5838E+23  1.7024E-09  2.3299E+04  3.8686E-05  1.0000E+00  3.3411E-06
 7.0158E+23  1.0332E-09  2.2043E+04  1.9497E-05  1.0000E+00  1.6839E-06
 7.4787E+23  6.9327E-10  2.1197E+04  1.1050E-05  1.0000E+00  9.5438E-07
 7.9416E+23  1.5545E-09  2.2393E+04  2.3281E-05  1.0000E+00  2.0107E-06
 8.3736E+23  3.8977E-09  2.4390E+04  5.7508E-05  1.0000E+00  4.9667E-06
 8.8365E+23  1.2230E-08  2.7760E+04  1.8826E-04  1.0000E+00  1.6259E-05
 9.2994E+23  1.1621E-08  2.8748E+04  1.6759E-04  1.0000E+00  1.4474E-05
 9.7315E+23  6.2751E-09  2.7509E+04  7.8645E-05  1.0000E+00  6.7922E-06
 1.0194E+24  4.2710E-09  2.6342E+04  4.6207E-05  1.0000E+00  3.9907E-06
 1.0657E+24  3.3777E-09  2.5423E+04  3.2175E-05  1.0000E+00  2.7788E-06
 1.1089E+24  3.5993E-09  2.5431E+04  3.1678E-05  1.0000E+00  2.7359E-06
 1.1552E+24  4.8001E-09  2.6191E+04  4.0190E-05  1.0000E+00  3.4711E-06
 1.2015E+24  5.9799E-09  2.6831E+04  4.7518E-05  1.0000E+00  4.1040E-06
 1.2478E+24  8.4663E-09  2.8175E+04  6.6186E-05  1.0000E+00  5.7163E-06
 1.2910E+24  1.4833E-08  3.1573E+04  1.2285E-04  9.9999E-01  1.0610E-05
 1.3373E+24  2.2321E-08  4.3462E+04  2.4893E-04  9.9999E-01  2.1499E-05
 1.3836E+24  5.7349E-08  3.9689E+04  5.3535E-04  9.9998E-01  4.6236E-05
 1.4268E+24  4.9646E-08  4.7070E+04  5.3381E-04  9.9998E-01  4.6103E-05
 1.4731E+24  5.2325E-08  4.2025E+04  4.6091E-04  9.9998E-01  3.9807E-05
 1.5194E+24  3.5763E-08  4.4471E+04  3.1728E-04  9.9998E-01  2.7402E-05
 1.5626E+24  4.2384E-08  3.8532E+04  3.0081E-04  9.9998E-01  2.5980E-05
